id_cliente,fecha_registro,año_registro,mes_registro,trimestre_registro,nombre_completo,nombre_limpio,apellido,email,email_valido,dominio_email,edad,rango_edad,genero,pais,ciudad,codigo_postal,profesion,segmento_cliente,estado_cliente,fecha_ultima_compra,dias_sin_compra,total_compras,monto_total_gastado,ticket_promedio,frecuencia_compras_mes,antiguedad_dias,churn_risk,lifetime_value,canal_adquisicion,ultima_campania,num_reclamaciones,puntuacion_satisfaccion,activo,fecha_baja,motivo_baja,sucursal_preferida,dispositivo_preferido,acepta_newsletter,verificado_identidad,limite_credito,riesgo_fraude
79,2022-06-28,2022,6,2,laura sanchez,Laura,Sanchez,laura@empresa.es,True,empresa.es,75,60+,M,México,Barcelona,CP_INVALIDO,Jubilado,Nuevo,Baja Voluntaria,2024-05-08,749,49,8012.209251936254,163.51447452931131,1.0286913925822252,1429,Alto,2046.5055122160481,,Primavera2024,7,N/A,False,2023-03-15,Insatisfacción,Norte,App iOS,1,VERIFICADO,235,Crítico
80,2020-09-13,2020,9,3,LUIS  LOPEZ,Luis,Lopez,luis@outlook.es,True,outlook.es,44,30-44,,Colombia,CDMX,CP_INVALIDO,Estudiante,Básico,,2020-10-13,2052,-33,0,0,0,1429,Alto,0.0,Email Marketing,Primavera2024,5,,1,,,Móvil,Web Móvil,True,,945,Bajo
81,fecha_invalida,2021,5,2,ana  rodriguez,Ana,Rodriguez,ana@yahoo.com,True,yahoo.com,75,60+,,España,Buenos Aires,08001,Jubilado,Premium,Bloqueado,2021-09-08,1722,10,4419.150514682735,441.9150514682735,0.16295491580662683,1841,Alto,876.1487984026064,App,Primavera2024,3,2,1,,,Norte,App Android,Sí,PENDIENTE,3856,
82,2022-10-14,2022,10,4,PEDRO  garcia,Pedro,Garcia,pedro@gmail.com,True,gmail.com,44,30-44,Otro,,Barcelona,08001,Docente,Corporativo,Bloqueado,2023-07-18,1044,4,741.9232787123392,185.4808196780848,0.09084027252081756,1321,Alto,204.99772651779242,Referido,Primavera2024,10,N/A,False,,,,App iOS,1,VERIFICADO,191,Medio
83,2023-06-16,2023,6,2,Cliente Anónimo,Desconocido,,cliente83None,False,,38,30-44,F,Chile,,123,Médico,Básico,Baja Morosidad,2024-03-29,789,31,12788.479898786747,412.5316096382822,0.8643122676579925,1076,Alto,4338.099593919296,App,,0,5,1,2024-01-27,Precio alto,,,No,VERIFICADO,971,
84,2020-10-20,2020,10,4,sofia,Sofia,,correo_invalido_sin_arroba,False,,veinticinco,,,España,Buenos Aires,08001,,VIP,,2020-10-21,2044,41,1170.2490809703775,28.542660511472622,0.6014669926650367,2045,Alto,208.8708628626835,Web,Primavera2024,-9,4,Si,,,Online,App Android,0,,12448,
85,2020-01-23,2020,1,1,miguel rodriguez,Miguel,Rodriguez,miguel@empresa.es,True,empresa.es,65,60+,F,España,Madrid,28001,Desempleado,Corporativo,Inactivo,2020-05-03,2215,41,12719.107128268754,310.2221250797257,0.5310880829015544,2316,Alto,200452.2496467226,Referido,Primavera2024,3,6,True,,,,Tablet,No,RECHAZADO,222,
86,2021-11-19,2021,11,4,carlos fernandez,Carlos,Fernandez,carlos@outlook.es,True,outlook.es,25,18-29,M,España,Madrid,123,Ingeniero,Premium,Inactivo,2022-01-02,1606,10,1270.0597437920087,127.00597437920086,0.18181818181818182,1650,Alto,280.95260999035344,Evento,Navidad2023,3,3,0,,,Móvil,,True,RECHAZADO,1671,
87,2021-07-21,2021,7,3,laura rodriguez,Laura,Rodriguez,laura@yahoo.com,True,yahoo.com,30,30-44,1,Argentina,,123,,VIP,Activo,2021-12-21,1618,19,5213.72002785348,274.4063172554463,0.32185206098249575,1771,Alto,1074.5385715225975,App,Primavera2024,3,4,False,,,Norte,Web,1,PENDIENTE,7916,Bajo
88,2021-01-10,2021,1,1,rodriguez,Desconocido,Rodriguez,cliente88@yahoo.com,True,yahoo.com,-81,Menor,,México,Buenos Aires,08001,Ingeniero,Nuevo,Bloqueado,2022-08-04,1392,-42,0,0,0,1771,Alto,0.0,Email Marketing,,4,5,False,,,Online,Web Móvil,0,PENDIENTE,123,Medio
89,2023-11-17,2023,11,4,PEDRO martinez,Pedro,Martinez,pedro@empresa.es,True,empresa.es,34,30-44,,México,Barcelona,CP_INVALIDO,Desempleado,Premium,Activo,2023-11-28,911,20,7735.190209253842,386.7595104626921,0.6507592190889371,922,Alto,3062.1956902143734,Redes Sociales,,6,6,0,,,,,True,VERIFICADO,3530,
90,fecha_invalida,2021,1,1,sofia martinez,Sofia,Martinez,correo_invalido_sin_arroba,False,,19,18-29,0,Colombia,,CP_INVALIDO,Estudiante,,Baja Voluntaria,2021-04-19,1864,34,11356.93187357734,334.02740804639234,0.5220061412487206,1954,Alto,2121.433026538244,,,1,2,0,2021-10-30,Insatisfacción,,,0,PENDIENTE,271,Crítico
91,2023-10-31,2023,10,4,JAVIER,Javier,,javier@yahoo.com,True,yahoo.com,veinticinco,,F,Chile,Barcelona,,Desempleado,Corporativo,Bloqueado,2024-06-01,725,50,$1129.8637472449268,,1.597444089456869,939,Alto,,Redes Sociales,Primavera2024,3,1,1,,,Norte,,1,RECHAZADO,949,
92,2021-03-31,2021,3,1,ana  martinez,Ana,Martinez,ana@hotmail.com,True,hotmail.com,56,45-59,No especificado,Argentina,Madrid,08001,Ingeniero,VIP,,,594,49,20656.693087151103,421.56516504390004,0.7806691449814127,1883,Alto,4004.085489543363,Evento,Navidad2023,6,N/A,True,,,Online,App Android,True,PENDIENTE,14298,Bajo
93,2023-11-20,2023,11,4,carlos  garcia,Carlos,Garcia,carlos@hotmail.com,True,hotmail.com,38,30-44,,Argentina,Madrid,CP_INVALIDO,,Corporativo,Baja Morosidad,2024-02-11,836,40,9866.703044972162,246.66757612430405,1.3057671381936888,919,Alto,3918.766715358911,Web,Primavera2024,8,N/A,No,2024-02-27,Mal servicio,,App iOS,1,,584,Crítico
94,2020-01-22,2020,1,1,elena,Elena,,elena@gmail.com,True,gmail.com,46,45-59,No especificado,España,Buenos Aires,28001,,Nuevo,Bloqueado,2021-04-26,1857,37,18264.87492913875,493.64526835510134,0.47906776003452745,2317,Alto,2877.2893177106794,Email Marketing,,0,2,0,,,Móvil,Web,1,,974,
95,2022-04-23,2022,4,2,ana  martinez,Ana,Martinez,anaNone,False,,124,60+,M,,Bogotá,28001,Jubilado,,,2022-12-29,1245,40,16197.962812244401,404.94907030611,0.802675585284281,1495,Alto,3954.686572889101,Email Marketing,BlackFriday,7,3,True,,,Centro,App Android,True,RECHAZADO,125,Bajo
96,2022-03-23,2022,3,1,Cliente Anónimo,Desconocido,,correo_invalido_sin_arroba,False,,66,60+,,,CDMX,123,Docente,Inactivo,Activo,2023-01-12,1231,-42,0,0,0,1495,Alto,0.0,Web,Verano2023,4,3,True,,,Online,,True,RECHAZADO,-656,
97,2021-10-17,2021,10,4,carlos  LOPEZ,Carlos,Lopez,carlos@hotmail.com,True,hotmail.com,63,60+,0,Chile,Santiago,,Estudiante,,Inactivo,2022-11-09,1295,19,873.6464257156002,45.981390827136856,0.33868092691622104,1683,Alto,189.47174413915275,,BlackFriday,2,2,Inactivo,,,Sur,App iOS,0,RECHAZADO,878,
98,2022-02-12,2022,2,1,Cliente Anónimo,Desconocido,,cliente98@yahoo.com,True,yahoo.com,veinticinco,,0,Argentina,CDMX,CP_INVALIDO,Ingeniero,Inactivo,,2023-06-10,1082,10,2839.996469631117,283.99964696311173,0.19169329073482427,1565,Alto,662.3633938756279,,,0,,Si,,,Sur,App Android,0,RECHAZADO,629,Medio
99,fecha_invalida,2023,12,4,laura rodriguez,Laura,Rodriguez,laura@outlook.es,True,outlook.es,-7,Menor,,Colombia,Madrid,,Docente,Nuevo,Activo,2024-06-25,701,14,3604.4603463380267,257.46145330985905,0.47727272727272724,880,Alto,1495.0318481970223,,Verano2023,0,2,1,,,Norte,App Android,True,RECHAZADO,435,Medio
100,15/10/2020,2020,10,4,miguel martinez,Miguel,Martinez,miguel@gmail.com,True,gmail.com,59,45-59,,México,Barcelona,,Docente,Nuevo,Bloqueado,2021-06-02,1820,1,88.92069274432438,88.92069274432438,0.014634146341463414,2050,Alto,15.832220903257754,,Navidad2023,2,0,0,,,Online,Tablet,Sí,RECHAZADO,994,
101,2021-08-04,2021,8,3,sofia  garcia,Sofia,Garcia,sofia@hotmail.com,True,hotmail.com,46,45-59,1,México,Bogotá,08001,Jubilado,Corporativo,Inactivo,2021-09-05,1725,43,20376.65152685806,473.8756169036758,0.7342060330108139,1757,Alto,4233.055098066699,Web,,1,5,True,,,Móvil,App Android,No,PENDIENTE,142,
102,2021-08-08,2021,8,3,JAVIER martinez,Javier,Martinez,correo_invalido_sin_arroba,False,,78,60+,0,Chile,,123,Desempleado,,Baja Morosidad,2021-08-28,1733,20,6573.044395417926,328.6522197708963,0.3422703936109527,1753,Alto,136860.30829021925,,,2,4,Si,2021-10-04,,Norte,App Android,True,,116,Medio
103,2022-02-16,2022,2,1,maria martinez,Maria,Martinez,maria@yahoo.com,True,yahoo.com,42,30-44,1,México,CDMX,,Jubilado,Premium,Inactivo,2022-05-23,1465,48,8576.550675778146,178.67813907871138,0.9224855861627163,1561,Alto,2005.4074289936086,,Primavera2024,5,6,False,,,,Tablet,False,,2405,Bajo
104,2022-12-07,2022,12,4,JAVIER  garcia,Javier,Garcia,javier@empresa.es,True,empresa.es,24,18-29,Otro,,Santiago,,,Básico,Inactivo,2022-12-26,1248,-32,$0,0,0,1561,Alto,,Web,Primavera2024,1,,No,,,Norte,,No,,165,
105,2022-01-07,2022,1,1,rodriguez,Desconocido,Rodriguez,,False,,veinticinco,,1,Chile,Buenos Aires,28001,Jubilado,Premium,,2022-12-04,1270,22,9154.40216373444,416.10918926065636,0.41224234853216735,1601,Alto,2087.0435913573206,Web,BlackFriday,-4,6,Inactivo,,,Centro,App Android,False,,2242,Bajo
106,2023-04-15,2023,4,2,laura,Laura,,laura@yahoo.com,True,yahoo.com,25,18-29,1,México,Bogotá,,Empresario,Corporativo,Inactivo,2023-06-14,1078,3,1332.3828453572671,444.12761511908906,0.07908611599297012,1138,Alto,427.34599170070516,,BlackFriday,7,,False,,,Sur,Web Móvil,False,VERIFICADO,628,Alto
107,2022-02-17,2022,2,1,miguel fernandez,Miguel,Fernandez,miguel@gmail.com,True,gmail.com,30,30-44,0,España,,08001,Empresario,,Inactivo,2022-08-09,1387,47,17184.733463484816,365.63262688265564,0.9038461538461539,1560,Alto,4020.7869962640757,App,,5,5,Inactivo,,,Norte,App Android,0,,879,
108,fecha_invalida,2023,11,4,carlos,Carlos,,correo_invalido_sin_arroba,False,,27,18-29,M,Argentina,Bogotá,08001,,,Inactivo,2023-11-30,909,42,14833.790066459502,353.1854777728453,1.3680781758957654,921,Alto,5878.755020909574,App,,5,5,False,,,Centro,Web Móvil,1,RECHAZADO,680,Crítico
109,2021-04-17,2021,4,2,JAVIER fernandez,Javier,Fernandez,javier@empresa.es,True,empresa.es,42,30-44,1,Chile,Madrid,123,,Corporativo,Bloqueado,2021-11-25,1644,7,1742.363144097993,248.90902058542756,0.11254019292604502,1866,Alto,340.815941905556,Evento,,2,6,1,,,,,Sí,VERIFICADO,574,Bajo
110,2021-08-21,2021,8,3,LOPEZ,Desconocido,Lopez,cliente110@gmail.com,True,gmail.com,-16,Menor,Otro,México,Barcelona,123,Desempleado,,Inactivo,2023-01-29,1214,19,-7943.462371837664,-418.07696693882446,0.3275862068965517,1740,Alto,-1666.301014782039,Redes Sociales,,0,3,0,,,Sur,Web Móvil,0,,733,Crítico
111,2021-03-11,2021,3,1,martinez,Desconocido,Martinez,cliente111@yahoo.com,True,yahoo.com,46,45-59,1,Argentina,CDMX,CP_INVALIDO,,Nuevo,Inactivo,2021-06-02,1820,11,409.5735554344422,37.23395958494929,0.17341040462427745,1903,Alto,78.55719796824562,,Navidad2023,9,5,Inactivo,,,Norte,App iOS,1,RECHAZADO,137,Medio
112,2021-04-06,2021,4,2,carlos martinez,Carlos,Martinez,carlosNone,False,,veinticinco,,1,Chile,,08001,Jubilado,Básico,Baja Voluntaria,2021-09-01,1729,-12,0,0,0,1903,Alto,0.0,,BlackFriday,2,1,False,2022-02-08,Competencia,Norte,App Android,True,VERIFICADO,135,
113,2022-12-12,2022,12,4,ana  sanchez,Ana,Sanchez,ana@gmail.com,True,gmail.com,64,60+,No especificado,España,Madrid,CP_INVALIDO,Jubilado,Corporativo,,2022-12-19,1255,21,7798.742789913852,371.368704281612,0.4992076069730586,1262,Alto,2255.579333057493,Referido,BlackFriday,10,2,1,,,Norte,,1,,189,
114,2021-05-16,2021,5,2,ana  martinez,Ana,Martinez,correo_invalido_sin_arroba,False,,102,60+,0,Chile,Barcelona,,Jubilado,Básico,Baja Voluntaria,2021-06-20,1802,0,0,0,0,1262,Alto,0.0,App,Primavera2024,3,4,0,2021-06-23,,Centro,,1,PENDIENTE,268,
115,2021-07-05,2021,7,3,LUIS fernandez,Luis,Fernandez,luis@outlook.es,True,outlook.es,42,30-44,F,México,CDMX,08001,Docente,Corporativo,Baja Morosidad,,644,28,12578.226937668322,449.2223906310115,0.4700615556799104,1787,Alto,2569.139805399517,Web,Verano2023,0,1,True,2021-12-12,,Centro,Web Móvil,1,VERIFICADO,269,
116,2021-09-16,2021,9,3,martinez,Desconocido,Martinez,cliente116@yahoo.com,True,yahoo.com,75,60+,,Chile,Santiago,CP_INVALIDO,Estudiante,Premium,Bloqueado,2022-02-20,1557,15,1016.9902054641313,67.79934703094209,0.26254375729288215,1714,Alto,216.57025962334185,Email Marketing,,3,2,0,,,Móvil,Web Móvil,False,PENDIENTE,1639,Crítico
117,fecha_invalida,2022,4,2,elena sanchez,Elena,Sanchez,elena@outlook.es,True,outlook.es,44,30-44,,España,Buenos Aires,,Desempleado,VIP,Baja Morosidad,2022-05-04,1484,43,$10596.247254686084,,0.8543046357615894,1510,Alto,,,,5,5,0,2022-09-01,,,Tablet,0,RECHAZADO,19960,Crítico
118,2020-10-01,2020,10,4,elena  LOPEZ,Elena,Lopez,elena@yahoo.com,True,yahoo.com,48,45-59,M,México,,,Empresario,,Activo,2021-09-14,1716,5,2450.0126704758686,490.0025340951737,0.07267441860465117,2064,Alto,433.2628995754322,Redes Sociales,Primavera2024,1,,Si,,,,Web Móvil,True,,933,
119,2020-12-21,2020,12,4,miguel martinez,Miguel,Martinez,miguelNone,False,,veinticinco,,M,,Bogotá,08001,,VIP,Baja Morosidad,2021-05-21,1832,44,16311.342978909184,370.7123404297542,0.6656580937972769,1983,Alto,300233.9983510768,,,5,4,1,2021-07-29,Mal servicio,,App iOS,False,RECHAZADO,9029,Bajo
120,2020-12-05,2020,12,4,PEDRO  garcia,Pedro,Garcia,correo_invalido_sin_arroba,False,,52,45-59,F,,Santiago,28001,,Corporativo,,2021-06-29,1793,-27,0,0,0,1983,Alto,0.0,,Primavera2024,9,2,No,,,,App Android,Sí,RECHAZADO,-330,Bajo
121,2022-11-17,2022,11,4,PEDRO  LOPEZ,Pedro,Lopez,pedro@gmail.com,True,gmail.com,-7,Menor,Otro,Chile,Barcelona,,Ingeniero,Básico,,2023-06-18,1074,40,2207.052582550004,55.1763145637501,0.9324009324009324,1287,Alto,625.9317736058675,Email Marketing,Navidad2023,4,2,False,,,,App Android,Sí,PENDIENTE,463,
122,2021-08-20,2021,8,3,maria,Maria,,maria@empresa.es,True,empresa.es,32,30-44,No especificado,México,Bogotá,123,Docente,Básico,Baja Morosidad,2022-03-31,1518,26,12032.0880859598,462.77261869076153,0.4480183802412407,1741,Alto,2522.5227750576264,,,7,N/A,Si,2021-12-08,,Centro,App iOS,No,,689,
123,2021-04-05,2021,4,2,LUIS  garcia,Luis,Garcia,luis@outlook.es,True,outlook.es,54,45-59,F,,,08001,,VIP,,2021-07-14,1778,44,15246.10511967394,346.50238908349866,0.7028753993610224,1878,Alto,2963.167395463785,Redes Sociales,BlackFriday,5,4,Inactivo,,,,,Sí,,12650,
124,2020-07-02,2020,7,3,PEDRO  LOPEZ,Pedro,Lopez,pedro@yahoo.com,True,yahoo.com,34,30-44,0,,CDMX,28001,Jubilado,Inactivo,Baja Voluntaria,2021-02-22,1920,5,853.0428697536813,170.60857395073626,0.06960556844547564,2155,Alto,144.48289905340775,Web,Verano2023,3,0,False,2021-04-01,No usa,Norte,App iOS,False,VERIFICADO,402,Medio
125,07/02/2020,2020,2,1,sanchez,Desconocido,Sanchez,cliente125None,False,,52,45-59,,,,28001,Desempleado,Premium,Baja Morosidad,2020-04-15,2233,25,10687.824065343562,427.5129626137425,0.3259452411994785,2301,Alto,1695.3740911996524,Email Marketing,,2,6,True,2020-08-19,Mal servicio,Norte,Web Móvil,True,RECHAZADO,1680,
126,fecha_invalida,2021,1,1,JAVIER,Javier,,correo_invalido_sin_arroba,False,,veinticinco,,,,Bogotá,,,,Bloqueado,2021-01-09,1964,13,4980.62621607214,383.1250935440108,0.19857433808553973,1964,Alto,925.6255442292927,Web,,-4,1,True,,,Norte,,True,,651,Medio
127,2023-12-30,2023,12,4,elena,Elena,,elena@empresa.es,True,empresa.es,48,45-59,1,,Bogotá,,Estudiante,Premium,Inactivo,2024-06-11,715,34,16484.91345864862,484.85039584260653,1.1604095563139931,879,Alto,6845.271231406993,Web,Primavera2024,10,3,False,,,,,False,,3258,Crítico
128,2020-03-31,2020,3,1,LUIS fernandez,Luis,Fernandez,luis@yahoo.com,True,yahoo.com,68,60+,1,,CDMX,123,Jubilado,Inactivo,,2020-09-14,2081,-10,0,0,0,879,Alto,0.0,Email Marketing,Navidad2023,6,,1,,,Centro,Web Móvil,No,PENDIENTE,820,Crítico
129,2021-08-23,2021,8,3,PEDRO  garcia,Pedro,Garcia,pedro@gmail.com,True,gmail.com,55,45-59,,México,,,Docente,Premium,,2022-03-09,1540,1,451.04501600249387,451.04501600249387,0.01726121979286536,1738,Alto,94.72464375196218,,,3,,No,,,Móvil,App iOS,1,VERIFICADO,1362,
130,2020-04-05,2020,4,2,fernandez,Desconocido,Fernandez,cliente130@outlook.es,True,outlook.es,29,18-29,M,,Santiago,,Estudiante,Básico,Baja Voluntaria,2020-08-26,2100,31,$2369.8973065417676,,0.41462327240303165,2243,Alto,,Evento,BlackFriday,6,,1,2020-08-07,Precio alto,,Tablet,True,RECHAZADO,338,Bajo
131,2023-03-30,2023,3,1,JAVIER rodriguez,Javier,Rodriguez,javier@outlook.es,True,outlook.es,75,60+,F,Argentina,Madrid,,Empresario,Nuevo,Bloqueado,2023-04-08,1145,3,1442.256134731438,480.7520449104793,0.07798960138648181,1154,Alto,456.1728675710354,,,5,6,False,,,,,Sí,RECHAZADO,6,Bajo
132,2023-05-12,2023,5,2,miguel sanchez,Miguel,Sanchez,correo_invalido_sin_arroba,False,,-90,Menor,No especificado,Argentina,Barcelona,08001,Ingeniero,,Baja Voluntaria,2023-11-26,913,31,-4424.79618123502,-142.73536068500067,0.837083708370837,1111,Alto,-1453.6909146271669,Email Marketing,Navidad2023,0,,0,2023-09-25,No usa,Sur,App Android,Sí,,628,Medio
133,2022-06-28,2022,6,2,JAVIER rodriguez,Javier,Rodriguez,javier@gmail.com,True,gmail.com,veinticinco,,,Argentina,,08001,Médico,Corporativo,Inactivo,2022-12-21,1253,12,4796.242227275268,399.686852272939,0.25192442267319803,1429,Alto,1225.0723673586235,Referido,BlackFriday,4,2,Si,,,Norte,,False,RECHAZADO,225,Bajo
134,2020-01-17,2020,1,1,laura martinez,Laura,Martinez,laura@empresa.es,True,empresa.es,63,60+,1,Chile,Barcelona,123,Médico,,Activo,2020-02-21,2287,19,5541.273735229708,291.64598606472146,0.2454780361757106,2322,Alto,871.0443209986406,,Verano2023,9,6,0,,,Centro,Tablet,0,PENDIENTE,721,
135,fecha_invalida,2020,7,3,LOPEZ,Desconocido,Lopez,,False,,61,60+,No especificado,España,,08001,Jubilado,Básico,Baja Morosidad,2021-04-03,1880,38,1176.7148043542234,30.966179061953245,0.5287569573283859,2156,Alto,199.21192188742648,,Verano2023,4,,Si,2020-10-01,Precio alto,Norte,App iOS,1,RECHAZADO,296,Crítico
136,2022-05-24,2022,5,2,elena  garcia,Elena,Garcia,elena@gmail.com,True,gmail.com,55,45-59,0,España,Madrid,08001,Estudiante,Nuevo,,2023-11-15,924,-30,0,0,0,2156,Alto,0.0,Referido,,9,5,False,,,Online,Web Móvil,Sí,,810,Crítico
137,2021-03-03,2021,3,1,,Desconocido,,cliente137@hotmail.com,True,hotmail.com,25,18-29,,Chile,,08001,Desempleado,VIP,Baja Morosidad,2021-04-06,1877,25,9698.807572067193,387.9523028826877,0.3924646781789639,1911,Alto,1852.4671710123105,Email Marketing,Verano2023,5,,Activo,2021-04-29,Competencia,,,0,,14437,Bajo
138,2022-12-17,2022,12,4,maria,Maria,,correo_invalido_sin_arroba,False,,72,60+,,España,Madrid,28001,Jubilado,,Baja Morosidad,,569,31,5681.924864555272,183.28789885662167,0.7398568019093078,1257,Alto,1649.882717233631,,Verano2023,6,0,0,2023-05-15,No usa,Online,Tablet,True,RECHAZADO,640,Bajo
139,2022-07-21,2022,7,3,laura rodriguez,Laura,Rodriguez,laura@hotmail.com,True,hotmail.com,30,30-44,,Colombia,Bogotá,,Médico,Premium,Bloqueado,2022-08-11,1385,28,2622.357562400717,93.65562722859704,0.5974395448079659,1406,Alto,680.7684994852502,,,4,3,True,,,Norte,Web Móvil,No,,2840,Bajo
140,2020-08-05,2020,8,3,elena  LOPEZ,Elena,Lopez,elena@empresa.es,True,empresa.es,veinticinco,,0,España,Santiago,28001,Jubilado,VIP,Bloqueado,2020-09-05,2090,32,8452.557576535663,264.14242426673945,0.4526166902404526,2121,Alto,1454.5891161883624,App,,8,,False,,,,Tablet,1,RECHAZADO,17631,
141,2020-04-11,2020,4,2,laura fernandez,Laura,Fernandez,laura@gmail.com,True,gmail.com,34,30-44,F,España,CDMX,,Desempleado,Básico,Activo,2020-12-25,1979,8,2034.4931322853922,254.31164153567403,0.10728654447921324,2237,Alto,331.9579764345857,,Verano2023,5,,Inactivo,,,Centro,Web,False,VERIFICADO,931,Bajo
142,2020-06-07,2020,6,2,carlos,Carlos,,carlosNone,False,,61,60+,Otro,Chile,Barcelona,,Médico,Corporativo,Activo,2021-11-24,1645,17,4457.985837182166,262.2344610107156,0.23394495412844038,2180,Alto,746.4058855832525,,BlackFriday,6,N/A,0,,,Móvil,Web,True,,75,Crítico
143,2021-05-15,2021,5,2,ana,Ana,,anaNone,False,,-36,Menor,1,México,CDMX,,Ingeniero,Corporativo,Bloqueado,2021-05-26,1827,36,$2650.5704077744945,,0.5875952121871599,1838,Alto,,Referido,,0,0,No,,,Online,Web,False,PENDIENTE,487,Crítico
144,fecha_invalida,2021,9,3,elena martinez,Elena,Martinez,correo_invalido_sin_arroba,False,,19,18-29,F,Colombia,Barcelona,28001,Desempleado,,Baja Voluntaria,2021-10-06,1694,-40,0,0,0,1838,Alto,0.0,Email Marketing,Primavera2024,5,2,0,2022-06-12,Insatisfacción,,,0,,-655,Crítico
145,2020-02-19,2020,2,1,PEDRO martinez,Pedro,Martinez,pedro@gmail.com,True,gmail.com,25,18-29,1,Chile,Bogotá,28001,Ingeniero,Corporativo,Bloqueado,2020-09-11,2084,38,2857.1531266732736,75.18824017561246,0.49803407601572736,2289,Alto,455.5967196311686,Email Marketing,,6,N/A,True,,,Norte,,False,,825,Crítico
146,2022-10-14,2022,10,4,maria sanchez,Maria,Sanchez,maria@yahoo.com,True,yahoo.com,53,45-59,Otro,Colombia,Madrid,28001,Empresario,Corporativo,Baja Morosidad,2022-12-12,1262,3,943.0417769131757,314.3472589710586,0.06813020439061317,1321,Alto,260.5679398738146,Referido,Primavera2024,6,0,Activo,2022-12-28,,Centro,Tablet,No,,360,
147,2021-04-19,2021,4,2,martinez,Desconocido,Martinez,cliente147@gmail.com,True,gmail.com,veinticinco,,0,Colombia,,CP_INVALIDO,Médico,Corporativo,Baja Voluntaria,2021-04-19,1864,17,8116.239081134729,477.4258283020429,0.2736051502145923,1864,Alto,1589.2850132050298,Web,Primavera2024,-7,6,False,2022-04-14,,Centro,,1,PENDIENTE,979,Alto
148,2022-10-18,2022,10,4,laura fernandez,Laura,Fernandez,laura@outlook.es,True,outlook.es,23,18-29,0,Argentina,Madrid,CP_INVALIDO,Jubilado,Corporativo,Baja Morosidad,2022-11-23,1281,6,1971.4852704905334,328.5808784150889,0.1366742596810934,1317,Alto,546.3873376834052,,BlackFriday,9,,1,2023-08-04,Competencia,Sur,App Android,0,PENDIENTE,19,Medio
149,2022-11-08,2022,11,4,carlos rodriguez,Carlos,Rodriguez,carlos@outlook.es,True,outlook.es,71,60+,Otro,Colombia,CDMX,123,Empresario,Corporativo,Inactivo,2024-01-14,864,35,4899.915764460562,139.99759327030176,0.8101851851851851,1296,Alto,1379.9917083550195,Referido,Primavera2024,6,4,False,,,Norte,App iOS,False,VERIFICADO,511,Medio
150,21/03/2023,2023,3,1,sofia,Sofia,,correo_invalido_sin_arroba,False,,34,30-44,,,,,Desempleado,Básico,Baja Voluntaria,2023-06-28,1064,39,8466.248533772596,217.08329573775887,1.0060189165950129,1163,Alto,2657.077140865862,App,,4,3,Si,2024-03-03,Insatisfacción,,Tablet,True,,298,Alto
151,2023-11-02,2023,11,4,laura,Laura,,lauraNone,False,,79,60+,,España,,123,Desempleado,Básico,,2024-03-25,793,30,7053.715809497808,235.12386031659358,0.9605122732123799,937,Alto,2747.712134969797,Email Marketing,BlackFriday,1,3,1,,,Norte,App Android,True,,51,Crítico
152,2021-09-01,2021,9,3,maria,Maria,,maria@gmail.com,True,gmail.com,147,60+,0,,,,Empresario,Corporativo,Baja Voluntaria,2022-12-30,1244,-10,0,0,0,937,Alto,0.0,Evento,Verano2023,6,1,True,2022-03-01,,,Web Móvil,1,VERIFICADO,296,Bajo
153,fecha_invalida,2022,2,1,maria,Maria,,maria@gmail.com,True,gmail.com,32,30-44,0,Chile,,,Desempleado,Básico,,2022-05-21,1467,14,2778.94343060865,198.49595932918928,0.27079303675048355,1551,Alto,65397.44372483283,Evento,,1,2,False,,,Sur,App Android,True,VERIFICADO,124,
